96126712,Bintang Goldhill,3650,2
96080327,Bintang Goldhill,3500,2
95935502,Bintang Goldhill,3600,2
100300265,Parc 3,2600,2
100300111,Tivoli Villas,1700,1
100300232,Endah Promenade,2000,3
100300222,Casa Mutiara,2000,2
99052564,Casa Mutiara,800,3
98055048,Casa Mutiara,10000,4
100300192,Faber Heights,2000,3
100300178,Danau Idaman,1400,3
100300160,Desa Gembira,1500,3
100299964,Cengal Condominium,1600,3
100299955,Sri Kinabalu,1300,4
99826752,Connaught Avenue,1450,3
100299925,THE FENNEL AT SENTUL EAST,2600,3
100283897,Pantai Hillpark 2,1700,3
100299806,Mutiara Magna,1000,3
100299786,Desa Pandan Baiduri Block G Apartment,1500,3
100299399,Service Suites - Pavilion Embassy,4000,2
100299397,Intan Apartment (Setiawangsa),1500,3
100299453,Service Suites - Pavilion Embassy,4700,2
100299551,Fera Residence - The Quartz - Wangsa Maju,1850,3
100299532,Bayu Tasik 2,1200,3
96834683,Unio Residence,1800,2
100254294,M City,7000,4
100218019,Cendana Apartment,950,3
100298973,The Era,2600,2
100206384,Kelumpuk Pinang,950,2
100298647,Bennington Residences - SkyArena,1000,1
100298556,OUG Parklane,1400,3
100298551,Seksyen 4 Wangsa Maju Flat Block A,900,2
100298521,Ativo Suites - Damansara Avenue,2200,1
100298746,OUG Parklane,1200,3
99789987,Bangsar Puteri,2000,2
97107881,Suria Kipark Damansara,1000,3
99903368,OUG Parklane,1250,3
100262493,Perdana Puri,1200,3
92367206,Binjai Residency,5950,4
100298432,Dahlia Apartment (Ampang),1200,3
99944215,OUG Parklane,1250,3
99131398,Platinum Splendor Residensi Semarak,2899,4
100251213,Perumahan Pantai Permai,1250,3
100297900,Saville,1650,3
100297919,The Haute,2100,3
100298093,Residensi Desa Sentralmas (Taman Desa),1350,3
96833412,Platinum Splendor Residensi Semarak,1799,3
96696657,Platinum Splendor Residensi Semarak,1900,4
100297874,Dahlia Apartment (Ampang),1300,3
97301150,Platinum Splendor Residensi Semarak,1900,4
97030726,Platinum Splendor Residensi Semarak,1500,4
100264422,Residensi Rampai,1750,3
100297776,Maxim Residences,1400,3
100297721,Arte Plus Jalan Ampang,1550,1
100297702,Residensi Pandanmas 2,1400,3
100297695,PV9 Residences - Taman Melati,2800,3
100297692,Majestic Maxim,1600,2
100297669,PV2 Condo,200,1
98538286,THE FENNEL AT SENTUL EAST,3000,4
100297555,Majestic Maxim,1600,3
100297535,Cheras Utama,950,3
100297515,Jinjang Utara,750,3
100297153,Chymes - Gurney,2600,2
100297384,Residensi Alam Damai (PR1MA - Alam Damai),1100,3
100297367,Melur Apartment (Sentul),1750,3
100297331,Bangsar Puteri,2000,2
100297113,The Era,2800,3
99774128,Ascenda Residences - SkyArena Setapak,1450,3
100296882,The Henge Kepong,2299,3
100296901,Menara Seputih,1200,1
100297020,M Centura,2480,3
100297015,Sky Awani Residensi,1730,3
99422731,THE FENNEL AT SENTUL EAST,1750,1
99774117,Danau Kota Suite Apartments,1350,3
99774123,Ascenda Residences - SkyArena Setapak,1600,3
100084447,Majestic Maxim,1400,3
100296733,The Hipster - Taman Desa,1488,3
100296538,Monte Bayu,1500,3
100143359,Bukit Cheras Apartment (Block 1 & 3),650,3
100084609,Pangsapuri Segar Ria,700,3
100296564,PV9 Residences - Taman Melati,550,4
99754261,Majestic Maxim,1199,2
100214864,Tiara ampang,2000,3
100296164,Villa Crystal,1800,3
100296162,Platinum Splendor Residensi Semarak,1700,3
100296121,Majestic Maxim,1400,2
100296111,Majestic Maxim,1000,3
100296105,Majestic Maxim,1000,3
98552571,Majestic Maxim,1000,1
100109448,Titiwangsa Sentral,2200,3
100248909,Residensi Platinum Teratai,1600,3
100206458,MH Platinum Residency,1500,3
100016116,Amaya Maluri,1900,3
100295530,Putra Majestik,1200,3
100295521,Bennington Residences - SkyArena,2500,3
100295462,Wangsa Heights,1300,2
100295441,One Residences,2200,2
100137192,Taman Indah Murni,1000,3
99874080,The Henge Kepong,1750,4
100202199,Vista Angkasa,1900,4
98660831,Fera Residence - The Quartz - Wangsa Maju,2200,2
99845459,The Loft - ZetaPark,1650,1
100295237,Flat Taman Maluri,900,2
100295161,PV9 Residences - Taman Melati,1600,3
99841590,Pangsapuri Cemara (Cheras),1200,3
100295082,The Elements,1600,1
100295081,The Elements,2100,2
100295080,The Elements,2200,2
100295079,Reizz Residence,1900,2
100295146,Aman Dua,1000,3
100202286,Legasi Kampong Bharu,3300,3
100294996,Pangsapuri Mawar (Sentul),1300,3
100201918,Taman Connaught,880,2
100295019,PV9 Residences - Taman Melati,1400,3
100294876,Vista Angkasa,1800,3
100294856,Ativo Suites - Damansara Avenue,2300,1
100294809,Aman Satu,850,3
